Ku rel_error,Kd (M) rel_error,temperature,AsymmetricCI95_lower,AsymmetricCI95_upper
7.93819463593877,41.0466585668104,33,2.64932615038991e-07,1.78758292202899e-06
8.70651389392669,17.9788648106963,34.3333333333333,9.39887458461733e-07,1.95301820056944e-06
14.1976179938061,18.1758246327796,35.6666666666667,1.06044037313089e-06,2.22761737315338e-06
29.1879874487914,32.5688840906493,37,6.12235871569388e-07,2.88588558818392e-06
