ts,conc,fu
49,0.000100486870094582,0.046368239169416
49,0.000101256745336658,0.0460486797323705
49,0.000102032518940259,0.0457310371465489
49,0.000102814236095394,0.0454153046527618
49,0.000103601942338292,0.0451014754306772
49,0.000104395683554057,0.0447895426006786
49,0.000105195505979337,0.0444794992256985
49,0.000106001456205023,0.0441713383130285
49,0.000106813581178957,0.0438650528161051
49,0.000107631928208671,0.0435606356362713
49,0.000108456544964141,0.0432580796245151
49,0.000109287479480565,0.042957377583183
49,0.00011012478016116,0.0426585222676705
49,0.00011096849577998,0.0423615063880886
49,0.000111818675484761,0.0420663226109064
49,0.000112675368799783,0.0417729635605703
49,0.000113538625628751,0.0414814218210992
49,0.000114408496257706,0.0411916899376573
49,0.000115285031357954,0.0409037604181024
49,0.000116168281989016,0.0406176257345113
49,0.000117058299601602,0.0403332783246824
49,0.000117955136040611,0.0400507105936152
49,0.000118858843548149,0.0397699149149664
49,0.000119769474766569,0.0394908836324841
49,0.000120687082741546,0.0392136090614185
49,0.000121611720925158,0.0389380834899107
49,0.000122543443179005,0.0386642991803589
49,0.000123482303777345,0.0383922483707628
49,0.000124428357410254,0.0381219232760456
49,0.000125381659186817,0.0378533160893539
49,0.00012634226463833,0.0375864189833367
49,0.000127310229721542,0.0373212241114022
49,0.000128285610821913,0.0370577236089536
49,0.000129268464756894,0.0367959095946033
49,0.000130258848779243,0.0365357741713668
49,0.000131256820580356,0.036277309427835
49,0.000132262438293628,0.0360205074393263
49,0.000133275760497843,0.0357653602690184
49,0.000134296846220581,0.0355118599690593
49,0.000135325754941658,0.0352599985816586
49,0.000136362546596596,0.035009768140159
49,0.000137407281580105,0.034761160670088
49,0.00013846002074961,0.0345141681901898
49,0.00013952082542879,0.0342687827134385
49,0.000140589757411153,0.0340249962480318
49,0.000141666878963635,0.0337828007983659
49,0.000142752252830227,0.0335421883659919
49,0.00014384594223563,0.0333031509505533
49,0.000144948010888939,0.0330656805507059
49,0.000146058522987351,0.0328297691650187
49,0.000147177543219908,0.0325954087928579
49,0.000148305136771264,0.0323625914352528
49,0.000149441369325481,0.0321313090957438
49,0.000150586307069859,0.0319015537812142
49,0.000151740016698785,0.0316733175027038
49,0.000152902565417624,0.0314465922762067
49,0.000154074020946631,0.0312213701234518
49,0.000155254451524898,0.0309976430726672
49,0.000156443925914324,0.0307754031593279
49,0.000157642513403628,0.0305546424268887
49,0.000158850283812377,0.0303353529274994
49,0.000160067307495061,0.0301175267227066
49,0.000161293655345186,0.029901155884138
49,0.000162529398799404,0.0296862324941734
49,0.000163774609841676,0.029472748646599
49,0.000165029361007466,0.0292606964472486
49,0.000166293725387964,0.0290500680146287
49,0.000167567776634344,0.0288408554805303
49,0.000168851588962055,0.0286330509906259
49,0.000170145237155145,0.0284266467050529
49,0.000171448796570615,0.0282216347989831
49,0.000172762343142811,0.0280180074631785
49,0.000174085953387846,0.0278157569045341
49,0.000175419704408058,0.0276148753466066
