temp,conc_,fluo,conc
40.0719424460432,1_2e-04,1777.67688046742,2e-04
40.2877697841727,1_2e-04,1774.57853109442,2e-04
40.5035971223022,1_2e-04,1770.92209574317,2e-04
40.7194244604317,1_2e-04,1766.48284040949,2e-04
40.9352517985612,1_2e-04,1763.35523631745,2e-04
41.1510791366906,1_2e-04,1757.36983967884,2e-04
41.3669064748201,1_2e-04,1751.09941928241,2e-04
41.5827338129496,1_2e-04,1746.92335270817,2e-04
41.7985611510791,1_2e-04,1740.86396291899,2e-04
42.0143884892086,1_2e-04,1739.61825716424,2e-04
42.2302158273381,1_2e-04,1732.23420081513,2e-04
42.4460431654676,1_2e-04,1730.83212006114,2e-04
42.6618705035971,1_2e-04,1724.75803870545,2e-04
42.8776978417266,1_2e-04,1719.95538080524,2e-04
43.0935251798561,1_2e-04,1719.60355183566,2e-04
43.3093525179856,1_2e-04,1711.53208026227,2e-04
43.5251798561151,1_2e-04,1710.5344922209,2e-04
43.7410071942446,1_2e-04,1705.34169818978,2e-04
43.9568345323741,1_2e-04,1702.64394911671,2e-04
44.1726618705036,1_2e-04,1694.30082291961,2e-04
44.3884892086331,1_2e-04,1693.90496747156,2e-04
44.6043165467626,1_2e-04,1687.24853189592,2e-04
44.8201438848921,1_2e-04,1681.92460022399,2e-04
45.0359712230216,1_2e-04,1680.54087463814,2e-04
45.2517985611511,1_2e-04,1676.23815918209,2e-04
45.4676258992806,1_2e-04,1675.25874670994,2e-04
45.6834532374101,1_2e-04,1670.47202787974,2e-04
45.8992805755396,1_2e-04,1665.77417544821,2e-04
46.1151079136691,1_2e-04,1663.4423483909,2e-04
46.3309352517986,1_2e-04,1662.88218342052,2e-04
46.5467625899281,1_2e-04,1661.54808043839,2e-04
46.7625899280576,1_2e-04,1655.47990185301,2e-04
46.9784172661871,1_2e-04,1653.03779253275,2e-04
47.1942446043165,1_2e-04,1644.66800054988,2e-04
47.410071942446,1_2e-04,1646.68961886998,2e-04
47.6258992805755,1_2e-04,1644.74446538991,2e-04
47.841726618705,1_2e-04,1641.72767332199,2e-04
48.0575539568345,1_2e-04,1639.34248621824,2e-04
48.273381294964,1_2e-04,1638.1024862336,2e-04
48.4892086330935,1_2e-04,1635.24443092495,2e-04
48.705035971223,1_2e-04,1632.46801917767,2e-04
48.9208633093525,1_2e-04,1633.33586583728,2e-04
49.136690647482,1_2e-04,1625.61324637799,2e-04
49.3525179856115,1_2e-04,1627.66573890728,2e-04
49.568345323741,1_2e-04,1624.96381934488,2e-04
49.7841726618705,1_2e-04,1624.1510082342,2e-04
50,1_2e-04,1624.88371668144,2e-04
50.2158273381295,1_2e-04,1619.76409061723,2e-04
50.431654676259,1_2e-04,1614.0392329402,2e-04
50.6474820143885,1_2e-04,1614.38540647373,2e-04
50.863309352518,1_2e-04,1617.25043842859,2e-04
51.0791366906475,1_2e-04,1614.04885945283,2e-04
51.294964028777,1_2e-04,1615.4849642423,2e-04
51.5107913669065,1_2e-04,1615.05707922862,2e-04
51.726618705036,1_2e-04,1612.15056788445,2e-04
51.9424460431655,1_2e-04,1617.09026829817,2e-04
52.158273381295,1_2e-04,1617.37826601778,2e-04
52.3741007194245,1_2e-04,1615.20317062342,2e-04
52.589928057554,1_2e-04,1613.14207447361,2e-04
52.8057553956834,1_2e-04,1615.36207329239,2e-04
53.0215827338129,1_2e-04,1622.40923019977,2e-04
53.2374100719424,1_2e-04,1620.12832114984,2e-04
53.4532374100719,1_2e-04,1623.56831482875,2e-04
53.6690647482014,1_2e-04,1626.92918469015,2e-04
53.8848920863309,1_2e-04,1632.22673978146,2e-04
54.1007194244604,1_2e-04,1638.9464017385,2e-04
54.3165467625899,1_2e-04,1641.62024822158,2e-04
54.5323741007194,1_2e-04,1648.24903957621,2e-04
54.7482014388489,1_2e-04,1649.78919358031,2e-04
54.9640287769784,1_2e-04,1655.89552930727,2e-04
55.1798561151079,1_2e-04,1659.56710712171,2e-04
55.3956834532374,1_2e-04,1668.76582442219,2e-04
55.6115107913669,1_2e-04,1675.78197278071,2e-04
55.8273381294964,1_2e-04,1678.01849094581,2e-04
56.0431654676259,1_2e-04,1682.80634111388,2e-04
56.2589928057554,1_2e-04,1690.47619402822,2e-04
56.4748201438849,1_2e-04,1692.9700780761,2e-04
56.6906474820144,1_2e-04,1695.5726429846,2e-04
56.9064748201439,1_2e-04,1699.77777080801,2e-04
57.1223021582734,1_2e-04,1703.76162740538,2e-04
57.3381294964029,1_2e-04,1700.63319610483,2e-04
57.5539568345324,1_2e-04,1706.07986116795,2e-04
57.7697841726619,1_2e-04,1707.17643993469,2e-04
57.9856115107914,1_2e-04,1707.17192805615,2e-04
58.2014388489209,1_2e-04,1710.36841582077,2e-04
58.4172661870504,1_2e-04,1709.35446706906,2e-04
58.6330935251799,1_2e-04,1703.56481296307,2e-04
58.8489208633094,1_2e-04,1705.70281790366,2e-04
59.0647482014388,1_2e-04,1705.22623189563,2e-04
59.2805755395683,1_2e-04,1701.35744933263,2e-04
59.4964028776978,1_2e-04,1697.95489411936,2e-04
59.7122302158273,1_2e-04,1695.46118104608,2e-04
59.9280575539568,1_2e-04,1696.4158150783,2e-04
60.1438848920863,1_2e-04,1690.32293332103,2e-04
60.3597122302158,1_2e-04,1687.96833689925,2e-04
60.5755395683453,1_2e-04,1683.09515196051,2e-04
60.7913669064748,1_2e-04,1683.58972290513,2e-04
61.0071942446043,1_2e-04,1682.15361049364,2e-04
61.2230215827338,1_2e-04,1673.06005395747,2e-04
61.4388489208633,1_2e-04,1672.93505691168,2e-04
