Ku rel_error,Kd (M) rel_error,temperature,AsymmetricCI95_lower,AsymmetricCI95_upper
5.78278063052959,27.3040887021045,49,7.24931591444419e-06,2.43724000757535e-05
6.26526854297686,26.1560252305631,50,9.02920905914263e-06,2.8779074696737e-05
6.92835548064397,25.4450366262752,51,1.1278533834519e-05,3.46568679474328e-05
7.80722784358453,25.2374313935055,52,1.41701523254489e-05,4.27991381297026e-05
