Ku rel_error,Kd (M) rel_error,temperature,AsymmetricCI95_lower,AsymmetricCI95_upper
8.06379045224321,18.9487565134188,36,6.06620844563635e-06,1.43694308546785e-05
9.24702956662247,18.7927493289634,37,6.94225603035814e-06,1.63958099497826e-05
10.6683009006351,19.0822264187131,38,7.99157947240546e-06,1.92919162594689e-05
12.2151145555682,19.7294242568249,39,9.30853783569044e-06,2.33522598744483e-05
