2e-04 2282.10641130466
2e-04 2280.7105586196
1e-04 1942.86562526133
1e-04 2036.78249304268
5e-05 1674.65533596252
5e-05 1706.60508034658
2.5e-05 1484.11529692299
2.5e-05 1475.77211845019
1.25e-05 1389.29995114838
1.25e-05 1389.97334391623
6.25e-06 1325.11515267306
6.25e-06 1342.51701751092
3.625e-06 1306.13159922079
3.625e-06 1316.9154179014
1.8e-06 1304.23982863075
1.8e-06 1296.98371657618
9e-07 1295.44386784278
9e-07 1300.80636354633
4.5e-07 1284.72935166537
4.5e-07 1327.67441403636
2.2e-07 1298.72705503886
2.2e-07 1287.84898756033
1.1e-07 1344.12177526357
1.1e-07 1273.4935130601
