Ku,Kd (M),temperature
13.9441853073936,1.54669842761231e-06,49
148.958920684775,2.19724107732659e-07,50.6666666666667
284.0013436228,1.7014889445892e-07,52.3333333333333
526.428291300479,1.77903662022751e-07,54
