Ku rel_error,Kd (M) rel_error,temperature,AsymmetricCI95_lower,AsymmetricCI95_upper
59.4190860777156,66.3255183534319,49,4.69923458225943e-08,3.8348134708391e-06
644.469388947778,671.147915683963,50.6666666666667,2.19724097128986e-07,2.64126560304574e-06
796.199036259836,836.383528278291,52.3333333333333,1.70148886999781e-07,3.18543489582169e-06
1184.04930923105,1243.83713710756,54,1.77903654071731e-07,8.8579961136339e-06
