2e-04 4596.08428405299
2e-04 4757.89497939139
1e-04 3079.99470500291
1e-04 2949.68616693645
5e-05 2225.39626557647
5e-05 2153.06861414185
2.5e-05 1767.20288354627
2.5e-05 1846.0123668162
1.25e-05 1535.52524975979
1.25e-05 1520.60728573221
6.25e-06 1351.05091927094
6.25e-06 1364.63400434782
3.625e-06 1269.44844684233
3.625e-06 1276.15618794327
1.8e-06 1236.6308052206
1.8e-06 1228.2653048708
9e-07 1203.23538843733
9e-07 1204.96617633905
4.5e-07 1199.94702329448
4.5e-07 1192.93959998171
2.2e-07 1217.44911946923
2.2e-07 1820.8440604335
1.1e-07 1196.0104478231
1.1e-07 1177.95094684134
