temp,conc_,fluo,conc
26.0431654676259,1_2e-04,1880.36204282753,2e-04
26.2589928057554,1_2e-04,1877.06088961579,2e-04
26.4748201438849,1_2e-04,1873.76837634189,2e-04
26.6906474820144,1_2e-04,1870.48457101965,2e-04
26.9064748201439,1_2e-04,1867.20953862491,2e-04
27.1223021582734,1_2e-04,1863.94334112535,2e-04
27.3381294964029,1_2e-04,1860.68603751152,2e-04
27.5539568345324,1_2e-04,1857.43768382921,2e-04
27.7697841726619,1_2e-04,1854.19833321282,2e-04
27.9856115107914,1_2e-04,1850.96803591999,2e-04
28.2014388489209,1_2e-04,1847.7468393671,2e-04
28.4172661870504,1_2e-04,1844.53478816586,2e-04
28.6330935251799,1_2e-04,1841.33192416073,2e-04
28.8489208633094,1_2e-04,1838.13828646724,2e-04
29.0647482014388,1_2e-04,1834.95391151104,2e-04
29.2805755395683,1_2e-04,1831.77883306776,2e-04
29.4964028776978,1_2e-04,1828.61308230345,2e-04
29.7122302158273,1_2e-04,1825.45668781574,2e-04
29.9280575539568,1_2e-04,1822.30967567546,2e-04
30.1438848920863,1_2e-04,1819.17206946887,2e-04
30.3597122302158,1_2e-04,1816.04389034028,2e-04
30.5755395683453,1_2e-04,1812.9251570351,2e-04
30.7913669064748,1_2e-04,1809.81588594327,2e-04
31.0071942446043,1_2e-04,1806.71609114297,2e-04
31.2230215827338,1_2e-04,1803.62578444459,2e-04
31.4388489208633,1_2e-04,1800.54497543497,2e-04
31.6546762589928,1_2e-04,1797.47367152174,2e-04
31.8705035971223,1_2e-04,1794.41187797789,2e-04
32.0863309352518,1_2e-04,1791.35959798629,2e-04
32.3021582733813,1_2e-04,1788.3168326844,2e-04
32.5179856115108,1_2e-04,1785.28358120892,2e-04
32.7338129496403,1_2e-04,1782.25984074044,2e-04
32.9496402877698,1_2e-04,1779.24560654795,2e-04
33.1654676258993,1_2e-04,1776.24087203342,2e-04
33.3812949640288,1_2e-04,1773.24562877607,2e-04
33.5971223021583,1_2e-04,1770.25986657659,2e-04
33.8129496402878,1_2e-04,1767.28357350114,2e-04
34.0287769784173,1_2e-04,1764.31673592511,2e-04
34.2446043165468,1_2e-04,1761.35933857666,2e-04
34.4604316546763,1_2e-04,1758.41136457996,2e-04
34.6762589928058,1_2e-04,1755.47279549814,2e-04
34.8920863309353,1_2e-04,1752.54361137594,2e-04
35.1079136690647,1_2e-04,1749.62379078196,2e-04
35.3237410071942,1_2e-04,1746.71331085059,2e-04
35.5395683453237,1_2e-04,1743.8121473235,2e-04
35.7553956834532,1_2e-04,1740.9202745908,2e-04
35.9712230215827,1_2e-04,1738.03766573167,2e-04
36.1870503597122,1_2e-04,1735.16429255464,2e-04
36.4028776978417,1_2e-04,1732.30012563737,2e-04
36.6187050359712,1_2e-04,1729.44513436592,2e-04
36.8345323741007,1_2e-04,1726.59928697363,2e-04
37.0503597122302,1_2e-04,1723.76255057937,2e-04
37.2661870503597,1_2e-04,1720.93489122542,2e-04
37.4820143884892,1_2e-04,1718.11627391469,2e-04
37.6978417266187,1_2e-04,1715.3066626475,2e-04
37.9136690647482,1_2e-04,1712.5060204578,2e-04
38.1294964028777,1_2e-04,1709.7143094488,2e-04
38.3453237410072,1_2e-04,1706.93149082809,2e-04
38.5611510791367,1_2e-04,1704.15752494218,2e-04
38.7769784172662,1_2e-04,1701.39237131046,2e-04
38.9928057553957,1_2e-04,1698.6359886586,2e-04
39.2086330935252,1_2e-04,1695.88833495139,2e-04
39.4244604316547,1_2e-04,1693.14936742491,2e-04
39.6402877697842,1_2e-04,1690.41904261828,2e-04
39.8561151079137,1_2e-04,1687.69731640463,2e-04
40.0719424460432,1_2e-04,1684.98414402166,2e-04
40.2877697841727,1_2e-04,1682.27948010146,2e-04
40.5035971223022,1_2e-04,1679.58327869988,2e-04
40.7194244604317,1_2e-04,1676.8954933252,2e-04
40.9352517985612,1_2e-04,1674.21607696625,2e-04
41.1510791366906,1_2e-04,1671.54498212,2e-04
41.3669064748201,1_2e-04,1668.88216081848,2e-04
41.5827338129496,1_2e-04,1666.22756465515,2e-04
41.7985611510791,1_2e-04,1663.58114481072,2e-04
42.0143884892086,1_2e-04,1660.94285207838,2e-04
42.2302158273381,1_2e-04,1658.3126368884,2e-04
42.4460431654676,1_2e-04,1655.69044933225,2e-04
42.6618705035971,1_2e-04,1653.07623918611,2e-04
42.8776978417266,1_2e-04,1650.46995593381,2e-04
43.0935251798561,1_2e-04,1647.87154878926,2e-04
43.3093525179856,1_2e-04,1645.28096671825,2e-04
43.5251798561151,1_2e-04,1642.69815845982,2e-04
43.7410071942446,1_2e-04,1640.12307254698,2e-04
43.9568345323741,1_2e-04,1637.55565732696,2e-04
44.1726618705036,1_2e-04,1634.99586098091,2e-04
44.3884892086331,1_2e-04,1632.44363154312,2e-04
44.6043165467626,1_2e-04,1629.89891691964,2e-04
44.8201438848921,1_2e-04,1627.3616649065,2e-04
45.0359712230216,1_2e-04,1624.83182320732,2e-04
45.2517985611511,1_2e-04,1622.30933945055,2e-04
45.4676258992806,1_2e-04,1619.79416120608,2e-04
45.6834532374101,1_2e-04,1617.2862360015,2e-04
45.8992805755396,1_2e-04,1614.78551133781,2e-04
46.1151079136691,1_2e-04,1612.29193470469,2e-04
46.3309352517986,1_2e-04,1609.80545359532,2e-04
46.5467625899281,1_2e-04,1607.32601552073,2e-04
46.7625899280576,1_2e-04,1604.85356802373,2e-04
46.9784172661871,1_2e-04,1602.38805869236,2e-04
47.1942446043165,1_2e-04,1599.929435173,2e-04
