ts,conc,fu
30,0.000100486870094582,0.00335432328420434
30,0.000101256745336658,0.00332619569278112
30,0.000102032518940259,0.00329832531618417
30,0.000102814236095394,0.00327070945419873
30,0.000103601942338292,0.00324334544060234
30,0.000104395683554057,0.00321623064264673
30,0.000105195505979337,0.00318936246054913
30,0.000106001456205023,0.00316273832699268
30,0.000106813581178957,0.00313635570663585
30,0.000107631928208671,0.0031102120956305
30,0.000108456544964141,0.00308430502114874
30,0.000109287479480565,0.00305863204091796
30,0.00011012478016116,0.00303319074276432
30,0.00011096849577998,0.00300797874416417
30,0.000111818675484761,0.00298299369180343
30,0.000112675368799783,0.00295823326114477
30,0.000113538625628751,0.0029336951560023
30,0.000114408496257706,0.00290937710812377
30,0.000115285031357954,0.00288527687678001
30,0.000116168281989016,0.00286139224836156
30,0.000117058299601602,0.00283772103598232
30,0.000117955136040611,0.00281426107909
30,0.000118858843548149,0.00279101024308332
30,0.000119769474766569,0.00276796641893587
30,0.000120687082741546,0.00274512752282636
30,0.000121611720925158,0.0027224914957752
30,0.000122543443179005,0.00270005630328739
30,0.000123482303777345,0.00267781993500138
30,0.000124428357410254,0.00265578040434398
30,0.000125381659186817,0.00263393574819107
30,0.00012634226463833,0.00261228402653413
30,0.000127310229721542,0.00259082332215231
30,0.000128285610821913,0.00256955174029005
30,0.000129268464756894,0.00254846740834016
30,0.000130258848779243,0.00252756847553213
30,0.000131256820580356,0.00250685311262567
30,0.000132262438293628,0.00248631951160941
30,0.000133275760497843,0.00246596588540454
30,0.000134296846220581,0.00244579046757338
30,0.000135325754941658,0.00242579151203277
30,0.000136362546596596,0.00240596729277221
30,0.000137407281580105,0.00238631610357659
30,0.00013846002074961,0.00236683625775352
30,0.00013952082542879,0.00234752608786504
30,0.000140589757411153,0.00232838394546383
30,0.000141666878963635,0.00230940820083361
30,0.000142752252830227,0.00229059724273379
30,0.00014384594223563,0.00227194947814826
30,0.000144948010888939,0.00225346333203826
30,0.000146058522987351,0.00223513724709918
30,0.000147177543219908,0.0022169696835213
30,0.000148305136771264,0.00219895911875439
30,0.000149441369325481,0.00218110404727602
30,0.000150586307069859,0.0021634029803636
30,0.000151740016698785,0.00214585444587005
30,0.000152902565417624,0.00212845698800303
30,0.000154074020946631,0.00211120916710764
30,0.000155254451524898,0.00209410955945258
30,0.000156443925914324,0.00207715675701964
30,0.000157642513403628,0.00206034936729657
30,0.000158850283812377,0.00204368601307313
30,0.000160067307495061,0.00202716533224034
30,0.000161293655345186,0.0020107859775929
30,0.000162529398799404,0.00199454661663461
30,0.000163774609841676,0.00197844593138689
30,0.000165029361007466,0.00196248261820024
30,0.000166293725387964,0.00194665538756854
30,0.000167567776634344,0.00193096296394635
30,0.000168851588962055,0.00191540408556887
30,0.000170145237155145,0.00189997750427474
30,0.000171448796570615,0.00188468198533156
30,0.000172762343142811,0.00186951630726405
30,0.000174085953387846,0.00185447926168477
30,0.000175419704408058,0.0018395696531275
30,0.000176763673896499,0.0018247862988831
30,0.000178117940141464,0.00181012802883784
30,0.000179482582031051,0.00179559368531416
30,0.000180857679057752,0.00178118212291389
30,0.000182243311323091,0.00176689220836369
30,0.000183639559542282,0.00175272282036295
30,0.000185046505048936,0.00173867284943387
30,0.0001864642297998,0.00172474119777376
30,0.000187892816379524,0.00171092677910958
30,0.000189332348005481,0.00169722851855464
30,0.000190782908532606,0.00168364535246736
30,0.000192244582458287,0.00167017622831214
30,0.000193717454927283,0.00165682010452232
30,0.000195201611736686,0.00164357595036507
30,0.00019669713934092,0.0016304427458083
30,0.000198204124856771,0.00161741948138955
30,0.00019972265606847,0.00160450515808667
30,0.000201252821432801,0.00159169878719053
30,0.000202794710084257,0.00157899939017945
30,0.000204348411840227,0.00156640599859555
30,0.000205914017206234,0.00155391765392273
30,0.000207491617381205,0.00154153340746663
30,0.000209081304262782,0.00152925232023607
30,0.000210683170452677,0.00151707346282639
30,0.000212297309262066,0.0015049959153043
30,0.000213923814717021,0.0014930187670945
30,0.000215562781563994,0.0014811411168678
30,0.000217214305275331,0.00146936207243094
30,0.000218878482054833,0.00145768075061783
30,0.000220555408843364,0.00144609627718247
30,0.000222245183324494,0.00143460778669328
30,0.000223947903930192,0.00142321442242893
30,0.000225663669846559,0.00141191533627569
30,0.000227392581019605,0.00140070968862611
30,0.00022913473816107,0.00138959664827924
30,0.000230890242754295,0.00137857539234212
30,0.000232659197060128,0.0013676451061327
30,0.000234441704122884,0.00135680498308411
30,0.000236237867776349,0.00134605422465023
30,0.000238047792649825,0.00133539204021254
30,0.000239871584174225,0.00132481764698835
30,0.000241709348588217,0.00131433026994015
30,0.000243561192944413,0.00130392914168628
30,0.0002454272251156,0.00129361350241286
30,0.00024730755380103,0.00128338259978682
30,0.000249202288532748,0.00127323568887017
30,0.000251111539681973,0.00126317203203545
30,0.000253035418465527,0.0012531908988823
30,0.000254974036952317,0.00124329156615512
30,0.000256927508069857,0.0012334733176619
30,0.000258895945610853,0.00122373544419414
30,0.000260879464239825,0.00121407724344777
30,0.000262878179499791,0.00120449801994523
30,0.000264892207818998,0.00119499708495852
30,0.000266921666517699,0.00118557375643325
30,0.000268966673814993,0.00117622735891384
30,0.000271027348835708,0.00116695722346952
30,0.000273103811617341,0.00115776268762146
30,0.000275196183117049,0.00114864309527078
30,0.000277304585218699,0.00113959779662755
30,0.000279429140739964,0.00113062614814069
30,0.000281569973439478,0.00112172751242882
30,0.000283727208024047,0.00111290125821201
