Ku,Kd (M),temperature
0.40396145026239,7.55227718687129e-07,30
0.612306759617412,1.38442405265062e-06,31.6666666666667
0.916158253864253,2.35129867794899e-06,33.3333333333333
1.34515133277084,3.78942590659565e-06,35
