Ku,Kd (M),temperature
1.74895803784117,3.43178471714799e-06,33
3.13691701348641,2.82723089876574e-06,35.3333333333333
5.74022031458183,2.21734192188978e-06,37.6666666666667
10.9686053555801,1.61065901427715e-06,40
