ts,conc,fu
33,0.000100755576662284,0.0581757909101658
33,0.000101585874725664,0.0577125468274883
33,0.000102423015039339,0.0572528746418192
33,0.000103267053988347,0.0567967490049092
33,0.000104118048422382,0.0563441447047244
33,0.000104976055659617,0.0558950366656795
33,0.000105841133490571,0.0554493999488412
33,0.000106713340181996,0.0550072097521056
33,0.000107592734480804,0.0545684414103491
33,0.000108479375618026,0.054133070395553
33,0.000109373323312795,0.0537010723169032
33,0.000110274637776375,0.053272422920866
33,0.000111183379716215,0.0528470980912392
33,0.000112099610340033,0.0524250738491813
33,0.000113023391359946,0.0520063263532168
33,0.000113954784996622,0.0515908318992212
33,0.000114893853983471,0.0511785669203833
33,0.000115840661570872,0.0507695079871478
33,0.000116795271530432,0.0503636318071371
33,0.000117757748159282,0.0499609152250547
33,0.000118728156284407,0.049561335222568
33,0.000119706561267012,0.049164868918174
33,0.000120693029006928,0.0487714935670468
33,0.000121687625947044,0.0483811865608671
33,0.00012269041907779,0.0479939254276355
33,0.00012370147594164,0.0476096878314692
33,0.000124720864637672,0.0472284515723828
33,0.000125748653826144,0.0468501945860536
33,0.000126784912733128,0.0464748949435717
33,0.000127829711155165,0.0461025308511763
33,0.000128883119463971,0.0457330806499775
33,0.000129945208611176,0.0453665228156638
33,0.000131016050133101,0.0450028359581979
33,0.000132095716155577,0.0446419988214983
33,0.000133184279398806,0.044283990283109
33,0.000134281813182253,0.0439287893538575
33,0.000135388391429591,0.0435763751775008
33,0.000136504088673674,0.0432267270303604
33,0.000137628980061564,0.0428798243209457
33,0.000138763141359585,0.0425356465895684
33,0.000139906648958432,0.0421941735079451
33,0.000141059579878311,0.0418553848787912
33,0.000142222011774134,0.0415192606354046
33,0.000143394022940741,0.0411857808412408
33,0.00014457569231818,0.0408549256894792
33,0.000145767099497021,0.0405266755025798
33,0.000146968324723716,0.0402010107318335
33,0.000148179448906007,0.0398779119569027
33,0.000149400553618373,0.0395573598853557
33,0.000150631721107525,0.0392393353521926
33,0.000151873034297945,0.038923819319365
33,0.000153124576797473,0.0386107928752887
33,0.000154386432902938,0.0383002372343493
33,0.000155658687605833,0.0379921337364023
33,0.000156941426598045,0.0376864638462673
33,0.00015823473627762,0.0373832091532152
33,0.000159538703754589,0.0370823513704513
33,0.000160853416856829,0.0367838723345923
33,0.000162178964135984,0.0364877540051387
33,0.000163515434873425,0.0361939784639416
33,0.000164862919086267,0.0359025279146663
33,0.00016622150753343,0.0356133846822495
33,0.000167591291721751,0.0353265312123544
33,0.000168972363912152,0.0350419500708202
33,0.000170364817125847,0.0347596239431085
33,0.000171768745150614,0.0344795356337466
33,0.000173184242547109,0.0342016680657657
33,0.000174611404655236,0.0339260042801381
33,0.000176050327600567,0.0336525274352096
33,0.000177501108300818,0.0333812208061296
33,0.000178963844472375,0.0331120677842788
33,0.00018043863463688,0.0328450518766942
33,0.000181925578127861,0.0325801567054909
33,0.000183424775097427,0.0323173660072833
33,0.000184936326523011,0.0320566636326027
33,0.000186460334214173,0.0317980335453135
33,0.000187996900819456,0.0315414598220284
33,0.000189546129833302,0.0312869266515205
33,0.000191108125603018,0.0310344183341351
33,0.000192682993335812,0.0307839192811994
33,0.000194270839105872,0.0305354140144319
33,0.000195871769861512,0.0302888871653493
33,0.000197485893432379,0.0300443234746737
33,0.000199113318536714,0.0298017077917382
33,0.000200754154788671,0.0295610250738919
33,0.000202408512705705,0.029322260385905
33,0.000204076503716015,0.0290853988993717
33,0.000205758240166046,0.0288504258921147
33,0.00020745383532806,0.028617326747588
33,0.000209163403407761,0.0283860869542797
33,0.000210887059551993,0.0281566921051156
33,0.00021262491985649,0.0279291278968613
33,0.000214377101373697,0.0277033801295261
33,0.00021614372212066,0.0274794347057653
33,0.000217924901086963,0.0272572776302845
33,0.000219720758242755,0.0270368950092429
33,0.000221531414546822,0.0268182730496576
33,0.000223356991954738,0.0266013980588087
33,0.000225197613427077,0.0263862564436445
33,0.000227053402937698,0.0261728347101873
33,0.000228924485482092,0.0259611194629409
33,0.000230810987085802,0.0257510974042976
33,0.000232713034812913,0.0255427553339472
33,0.000234630756774609,0.025336080148286
33,0.0002365642821378,0.0251310588398279
33,0.000238513741133826,0.0249276784966159
33,0.000240479265067224,0.0247259263016347
33,0.000242460986324577,0.0245257895322247
33,0.000244459038383426,0.0243272555594976
33,0.000246473555821264,0.0241303118477529
33,0.000248504674324599,0.0239349459538956
33,0.000250552530698091,0.0237411455268561
33,0.00025261726287377,0.0235488983070109
33,0.000254699009920324,0.0233581921256054
33,0.000256797912052468,0.0231690149041773
33,0.000258914110640383,0.022981354653983
33,0.000261047748219246,0.0227951994754249
33,0.000263198968498822,0.0226105375574801
33,0.00026536791637315,0.0224273571771317
33,0.000267554737930298,0.0222456466988014
33,0.000269759580462204,0.022065394573784
33,0.0002719825924746,0.0218865893396839
33,0.000274223923697008,0.0217092196198532
33,0.00027648372509283,0.0215332741228325
33,0.000278762148869513,0.0213587416417928
33,0.000281059348488805,0.02118561105398
33,0.000283375478677087,0.0210138713201611
33,0.000285710695435796,0.020843511484073
33,0.000288065156051932,0.0206745206718726
33,0.000290439019108654,0.02050688809159
33,0.000292832444495959,0.0203406030325832
33,0.000295245593421452,0.020175654864995
33,0.000297678628421203,0.0200120330392125
33,0.000300131713370698,0.0198497270853286
33,0.000302605013495872,0.019688726612606
33,0.00030509869538424,0.0195290213089429
33,0.00030761292699612,0.0193706009403415
33,0.00031014787767594,0.0192134553503791
33,0.000312703718163648,0.0190575744596807
33,0.000315280620606214,0.0189029482653947
33,0.000317878758569219,0.0187495668406707
33,0.000320498307048551,0.0185974203341397
33,0.000323139442482187,0.0184464989693965
33,0.00032580234276208,0.0182967930444852
33,0.000328487187246142,0.0181482929313862
33,0.00033119415677032,0.0180009890755066
33,0.00033392343366078,0.0178548719951723
33,0.000336675201746186,0.017709932281123
33,0.000339449646370081,0.0175661605960097
33,0.000342246954403372,0.0174235476738943
33,0.000345067314256916,0.0172820843197522
33,0.000347910915894211,0.0171417614089772
33,0.000350777950844189,0.0170025698868889
33,0.000353668612214117,0.0168645007682425
33,0.000356583094702606,0.0167275451367416
33,0.000359521594612722,0.0165916941445531
33,0.000362484309865209,0.0164569390118247
33,0.000365471440011818,0.0163232710262052
33,0.000368483186248752,0.0161906815423673
33,0.000371519751430212,0.0160591619815327
33,0.000374581340082065,0.0159287038309999
33,0.000377668158415616,0.0157992986436749
33,0.000380780414341499,0.0156709380376042
33,0.000383918317483682,0.01554361369551
33,0.000387082079193581,0.0154173173643288
33,0.000390271912564304,0.015292040854752
33,0.000393488032444994,0.015167776040769
33,0.000396730655455307,0.0150445148592135
33,1.00039374771205e-06,0.613989566811831
33,1.00396837071728e-05,0.400690020004728
33,1.00863770818411e-06,0.613801479721409
33,1.01224178864129e-05,0.399004698030047
33,1.01694960479074e-06,0.613611767006317
33,1.02058338545036e-05,0.397314243988399
33,1.0253299973743e-06,0.613420414142924
33,1.02899372298729e-05,0.395618782129213
33,1.03377945039068e-06,0.613227406472757
33,1.03747336772488e-05,0.393918438424386
33,1.04229853294726e-06,0.613032729201248
33,1.04602289080406e-05,0.39221334051745
33,1.05088781884129e-06,0.612836367396456
33,1.05464286807239e-05,0.390503617671181
33,1.05954788659852e-06,0.612638305987788
33,1.06333388012281e-05,0.388789400713718
33,1.06827931951216e-06,0.612438529764712
33,1.07209651233276e-05,0.387070821983247
33,1.07708270568217e-06,0.612237023375446
33,1.08093135490361e-05,0.38534801527131
33,1.08595863805489e-06,0.612033771325657
33,1.08983900290043e-05,0.38362111576481
33,1.09490771446295e-06,0.611828757977133
33,1.09882005629202e-05,0.381890259986765
33,1.10393053766554e-06,0.611621967546454
33,1.10787511999138e-05,0.380155585735898
33,1.10906478728001e-07,0.633820700761491
33,1.11302771538904e-06,0.611413384103654
33,1.11700480389642e-05,0.378417232025114
33,1.11820427489496e-07,0.633800816371893
33,1.12219986036791e-06,0.611202991570866
33,1.12620972293103e-05,0.376675339018952
33,1.12741907842908e-07,0.633780767055772
33,1.131447590386e-06,0.610990773720967
33,1.13549049708653e-05,0.374930047970078
33,1.13670981853943e-07,0.633760551436505
33,1.14077152831811e-06,0.610776714176204
33,1.14484775146341e-05,0.373181501154897
33,1.14607712099776e-07,0.633740168125836
