Ku rel_error,Kd (M) rel_error,temperature,AsymmetricCI95_lower,AsymmetricCI95_upper
5.02413427834106,13.8571513559624,33,2.63851125823179e-06,4.45508671469085e-06
7.78977750443035,14.5539605313265,35.3333333333333,2.15273467816356e-06,3.71399714935737e-06
13.8985869630043,19.0946744225183,37.6666666666667,1.52484464991339e-06,3.12669986932553e-06
26.2287767995031,30.1500573412813,40,7.82022285988476e-07,2.63033441973435e-06
